RecordId,Probability(yes),PredictedLabel
2384,0.043053120555289634,0
1019,0.2622035000806565,1
1778,0.11392787674896196,1
772,0.16208768099673984,1
3212,0.02447830656892139,0
3049,0.24596507615433685,1
3542,0.00993219072723119,0
236,0.06296153185453081,0
1865,0.09895611837102605,1
1676,0.10301340622650736,1
3612,0.10697613644439036,1
544,0.0738117144912912,0
1947,0.09849753997177106,1
1968,0.04186176646910329,0
2022,0.4376474224714455,1
386,0.0371958797906485,0
4225,0.06346295125024247,0
2455,0.05489455502523107,0
1720,0.00853704266582613,0
2033,0.3684455155115866,1
4182,0.029936917105432947,0
2056,0.05007069283248101,0
3162,0.07156394193423951,0
1295,0.04872149355772621,0
3441,0.010862409308674863,0
3866,0.02716125741649742,0
3565,0.016130749102977748,0
3325,0.03368730781934289,0
3345,0.03856808352074647,0
3522,0.024354808478630002,0
709,0.010260715666419746,0
2435,0.05212657568771669,0
209,0.03817792411198237,0
2226,0.034123110047032924,0
4228,0.009214435945872124,0
2490,0.07434225963260614,0
2113,0.05022446279414046,0
106,0.020354084096413018,0
927,0.03395392920068987,0
3355,0.009511662222098587,0
51,0.978499743843713,1
216,0.04557266652436213,0
281,0.04459182273978203,0
1927,0.06766994817013457,0
2143,0.1618407166527398,1
318,0.22544900297004558,1
733,0.04724117075884197,0
3256,0.8314933327002176,1
2958,0.00986240034783294,0
1733,0.04673027401714096,0
1224,0.03165561476938428,0
1153,0.04424865083805339,0
1903,0.9941481240364504,1
4170,0.02903221364354766,0
3718,0.018487193984570438,0
2836,0.013795207768534155,0
3374,0.12495330062122058,1
3894,0.037752111238317766,0
415,0.8747637280486806,1
2418,0.054498345939862816,0
1264,0.035108817841961355,0
2330,0.04442073942179861,0
2256,0.17349729931797933,1
2091,0.016909328689956517,0
2062,0.05156742776240362,0
3904,0.01732581939856303,0
3700,0.5330638893343899,1
1789,0.008734174946212805,0
1659,0.02479148499430455,0
2067,0.06897939631537003,0
3073,0.15450966298774432,1
3324,0.023790785158468775,0
2530,0.05175201985015356,0
2489,0.0341057197793178,0
4107,0.050830220641594176,0
3772,0.04843364369028373,0
4176,0.1657649941884445,1
157,0.0304754770551791,0
3645,0.026477689141897603,0
2422,0.0449052907035066,0
563,0.025449989470586118,0
4399,0.03050533415093405,0
1536,0.056441320274938526,0
3463,0.7613989729921445,1
4267,0.010540996491260233,0
4230,0.023528355702326097,0
1842,0.18059802970252015,1
1319,0.615370223302942,1
4016,0.006416931765701519,0
3457,0.008407578439850003,0
1299,0.022107846372432124,0
1510,0.17426820373294685,1
3350,0.11503536730490098,1
793,0.03764820715821365,0
179,0.03743805963370419,0
1736,0.4207968974379208,1
2147,0.162108374926446,1
4104,0.036210314435008786,0
232,0.03917180085616895,0
4068,0.37357036890129874,1
1922,0.02704989163968474,0
725,0.10437191143918671,1
4015,0.013244270261173169,0
1955,0.007434212490753157,0
826,0.026434641476627208,0
589,0.13540953262727273,1
3699,0.038100201563143934,0
1358,0.1762529894512324,1
1100,0.12979413167491566,1
3734,0.906414461348824,1
3783,0.05517003368304459,0
940,0.06937995227187552,0
3792,0.023832973865783376,0
2699,0.2887698997159347,1
994,0.01679475023894951,0
3930,0.4971835749092507,1
145,0.21447968433141368,1
231,0.040074598532312426,0
1308,0.027106461094432467,0
3077,0.028654534021696237,0
1764,0.18306015911356516,1
4334,0.03597846959731347,0
2356,0.010045960255890664,0
1440,0.9540900525193277,1
1220,0.11314755184084549,1
1901,0.038416592942368634,0
4490,0.01836341765571766,0
660,0.1126681285049989,1
3360,0.7409581631344456,1
900,0.0509355093104878,0
4032,0.1398326411551826,1
4179,0.02002092590153186,0
3456,0.12567956233159813,1
4044,0.012535724675562009,0
2238,0.03857508177169316,0
1302,0.0850117001110042,0
1967,0.0271895429185699,0
649,0.043807971171210644,0
1669,0.6695927734574617,1
4310,0.050950099168949006,0
2345,0.02906584680139417,0
4319,0.6870246440335864,1
2488,0.016320206991246256,0
3892,0.011527112137693682,0
3891,0.0940725544991395,1
4172,0.010897258358100662,0
265,0.013679742968847849,0
1376,0.029604648579172003,0
41,0.07053551017833028,0
973,0.013444975671156309,0
4113,0.03108634065462543,0
434,0.02031765329485002,0
456,0.2398423150218737,1
3200,0.0181548228136614,0
1746,0.04307910145505771,0
1401,0.008027064593901245,0
2952,0.01043675827864367,0
699,0.059152262438895695,0
1529,0.34095328909331907,1
3448,0.13957779970280934,1
2360,0.038698349133613134,0
1925,0.0161885177611342,0
961,0.08439671884312729,0
1321,0.0777083563867839,0
1662,0.00621874414762574,0
1070,0.027935247510224862,0
3437,0.07843745989607134,0
4088,0.021939445153178846,0
498,0.10759585555876572,1
3215,0.06506910787940712,0
640,0.012422725164964954,0
737,0.35706736539351397,1
4157,0.1464349290601567,1
3366,0.06093140568311369,0
3551,0.011990731837080234,0
2875,0.9868999048680831,1
2021,0.024839038163706386,0
779,0.026657277656129158,0
3966,0.15113510329494012,1
868,0.08383574186890484,0
1050,0.053517520134358905,0
2829,0.018999822456486133,0
846,0.03989138455435108,0
1632,0.044302238618157026,0
2892,0.008434136375507079,0
662,0.08114151173327763,0
1268,0.04977759279983818,0
3912,0.02168056821939295,0
1278,0.1051963030278178,1
4296,0.33351330508582483,1
2826,0.46186542508971057,1
3466,0.056465832470733925,0
2442,0.012861518269721029,0
615,0.02308368804306885,0
2802,0.005554151859364099,0
3736,0.02060889924381849,0
979,0.08532011509935267,0
2340,0.33310698922140275,1
4498,0.09234633576741978,1
3094,0.6472577194329419,1
2902,0.6465603766437177,1
741,0.2385254605484633,1
4414,0.03099817442130864,0
1316,0.039138632944111906,0
3298,0.2152383794409576,1
2269,0.026447766419187425,0
3677,0.005641763909147076,0
2676,0.08885566957631598,1
800,0.46906646412564096,1
4345,0.07303783966672323,0
3141,0.9817385736812391,1
1995,0.031232557233861816,0
388,0.05098416525168607,0
573,0.06294255977227085,0
1099,0.1500793614243208,1
2822,0.09532599660846426,1
3722,0.022114180240505567,0
273,0.08128733024946105,0
2401,0.029833453689351173,0
4069,0.02701626901008825,0
75,0.07464617910181447,0
3467,0.18474315079784492,1
471,0.011316391407097427,0
537,0.05057350818064455,0
427,0.009446720478279843,0
3129,0.018651271563147,0
1273,0.02650637913037713,0
3798,0.06636461324130849,0
713,0.30810992980539353,1
1177,0.12064061611926466,1
929,0.023749737695824755,0
2861,0.08129189769507789,0
1474,0.11083620106641644,1
3175,0.19847593063304778,1
4340,0.15345602771134023,1
3862,0.0315539416223599,0
1791,0.00933499715491655,0
1937,0.010497076330588427,0
758,0.005228641408676608,0
424,0.012597580413720463,0
4323,0.9452258814608013,1
3706,0.006745625682452363,0
2528,0.00642036514928948,0
3512,0.0704926775018734,0
4452,0.053370164594915774,0
4299,0.019048302615151384,0
2165,0.0706373132039558,0
3387,0.021994961292965458,0
3220,0.03189526307835101,0
1692,0.04741796560223892,0
428,0.00782482961250981,0
2517,0.004407069238272632,0
3471,0.019332434821170485,0
1386,0.1834500077055605,1
4093,0.7932223353045705,1
2869,0.031021253732683128,0
1993,0.05042377116803656,0
2267,0.014731736919792869,0
636,0.023477722568314152,0
4165,0.11459155341812725,1
4397,0.008268950669312472,0
3150,0.04971500682655322,0
2102,0.012776220342407338,0
1784,0.0018624304150466886,0
4483,0.13082709460757164,1
3656,0.21182307325167232,1
1728,0.005973390362449366,0
4286,0.10145674656796753,1
11,0.06090640387383508,0
1140,0.00661794121428354,0
1627,0.0051167458742201926,0
4060,0.0584019484447996,0
2300,0.05494266527537958,0
4289,0.008040283089888814,0
657,0.8650318630348872,1
4216,0.902740680047693,1
3402,0.070086729788976,0
2369,0.017571396312584486,0
1154,0.04864673673773914,0
1017,0.11246073935568719,1
3655,0.0985860137670441,1
2626,0.008543297416684529,0
3574,0.06776662929758695,0
326,0.013607120391787096,0
1337,0.38895531143852247,1
559,0.09066534727762875,1
2669,0.021586739490411094,0
740,0.06444027116853962,0
2311,0.00811243930585698,0
1416,0.0072485714467798714,0
2162,0.07327464834416407,0
277,0.08921816167080633,1
2032,0.1879919181780854,1
1699,0.006396318250738972,0
1322,0.04388987204151842,0
2252,0.036416955315490475,0
3757,0.02800126458067342,0
3411,0.06653642511522015,0
1483,0.01712596699297951,0
2210,0.022709644889349217,0
3239,0.05185588748385123,0
4239,0.07763744195517316,0
875,0.22469410696829475,1
1490,0.051936240750983645,0
2823,0.3973140119570843,1
45,0.01164333488886454,0
4367,0.03920456850658038,0
3538,0.21676662471869176,1
4499,0.08023092981224572,0
1847,0.04222996701264718,0
3278,0.0630656066848128,0
1626,0.007901155524343733,0
2250,0.04172076243363138,0
4411,0.006671522685613009,0
2867,0.04029580077465078,0
3485,0.014973498846902663,0
3089,0.04490148781642675,0
2576,0.037178651478139216,0
2212,0.3668670266892067,1
2192,0.012455421674775155,0
2942,0.00687180673156473,0
3251,0.21835386608936894,1
3935,0.19642720769621655,1
774,0.002135244310963939,0
861,0.04527071101321597,0
3005,0.6277218234548521,1
2766,0.06361988223439374,0
1996,0.0315998308067156,0
587,0.009171226984337724,0
1722,0.3288581948776089,1
139,0.012049740652254013,0
1799,0.034567249056094665,0
985,0.03612310637756818,0
3136,0.005820853945572393,0
97,0.5322459262409054,1
2963,0.40538305914964246,1
689,0.00820465722449684,0
4501,0.033590284662775936,0
1307,0.020685718616531543,0
2087,0.0832255758178724,0
2548,0.004474693301585195,0
958,0.01764237736372574,0
448,0.04611588601325406,0
4264,0.01094013837112817,0
834,0.037985321889671214,0
894,0.015916147375428805,0
1568,0.01637553955380761,0
3160,0.5321748078739121,1
2575,0.01263914472135194,0
3754,0.5893150728463108,1
2564,0.022796150566835167,0
2550,0.01401236263286001,0
1105,0.027457015293362134,0
1594,0.03743910846937947,0
3550,0.00550439426311435,0
1852,0.017011760714450912,0
2962,0.306169884279709,1
919,0.012706001241791479,0
2483,0.03192830017543439,0
3398,0.15687145156897384,1
300,0.30589358602001476,1
3880,0.0432472334817958,0
4043,0.07937188968393663,0
2524,0.04247202996273764,0
2271,0.0715250860036387,0
2103,0.12371841368204795,1
453,0.04912876040017875,0
2631,0.0636190800335742,0
1601,0.0653611350627462,0
959,0.5048336495744875,1
3098,0.018090143356239888,0
266,0.035527890371258614,0
3116,0.04771406265024743,0
543,0.005579387351374593,0
3861,0.27251136276075566,1
1109,0.08794618046947206,1
3010,0.008854531787917893,0
4073,0.004509336270417037,0
1291,0.023301742883090414,0
1200,0.006158060916833942,0
3149,0.005376485239821203,0
1148,0.14843289654250444,1
3750,0.06709683579971869,0
2817,0.0085520672694731,0
1145,0.01726088397375879,0
575,0.07324255851398231,0
191,0.08613407061243107,1
3244,0.06947153472024847,0
2751,0.3884303245809842,1
3193,0.17081305966784582,1
285,0.02504655039328087,0
621,0.04459371163906133,0
2380,0.368151750045038,1
3163,0.1346649227466671,1
2106,0.507877703337181,1
2768,0.012056969365384662,0
4400,0.11624070376778303,1
1082,0.030228724698521454,0
4259,0.036095190540405685,0
1828,0.015540819011374347,0
3923,0.09912980277942321,1
2042,0.02478846644366449,0
1906,0.03603796406280981,0
1055,0.09019209374884442,1
661,0.3451727120321851,1
3236,0.09155834791667387,1
1434,0.5454339628639681,1
4398,0.17173714276006827,1
2227,0.09209019553724544,1
3924,0.0238277995957366,0
1081,0.060938557813774455,0
1693,0.05537873376593317,0
1370,0.029020188315932116,0
2254,0.04227939704160443,0
1471,0.06369477420191161,0
2583,0.2559999750803001,1
3834,0.04795174088617746,0
1174,0.012921343287170609,0
47,0.025276231686400665,0
1795,0.015329488638455898,0
3594,0.01049858315666633,0
108,0.07592010066622715,0
2343,0.03785535979426974,0
2880,0.07400501716289058,0
1864,0.5687822572576178,1
1548,0.05666774280390563,0
4432,0.014629847791959753,0
4084,0.002148206054828748,0
2193,0.01461002085234817,0
3225,0.0027221193237967987,0
3490,0.11055992780212798,1
3349,0.34085372258695634,1
1454,0.6420918713692938,1
3282,0.03159518516249505,0
3875,0.011960351946378522,0
2120,0.12263147753322182,1
3803,0.12137218996597818,1
168,0.012726837352683222,0
3822,0.005204998148421061,0
3083,0.06176581819992658,0
2036,0.0296359979109696,0
